value,property,files
Navassa Island,name_long,ne_10m_admin_0_disputed_areas.geojson
Navassa I.,brk_name,ne_10m_admin_0_disputed_areas.geojson
Navassa Island,name_sort,ne_10m_admin_0_disputed_areas.geojson
Georgia,name,ne_10m_admin_0_disputed_areas.geojson;ne_10m_admin_1_label_points.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_110m_admin_1_states_provinces.geojson;ne_110m_admin_1_states_provinces_lakes.geojson;ne_110m_admin_1_states_provinces_lakes_shp.geojson;ne_110m_admin_1_states_provinces_shp.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson;ne_50m_admin_1_states_provinces.geojson;ne_50m_admin_1_states_provinces_lakes.geojson;ne_50m_admin_1_states_provinces_lakes_shp.geojson;ne_50m_admin_1_states_provinces_shp.geojson
Georgia,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Abkhazia,brk_name,ne_10m_admin_0_disputed_areas.geojson
Abkhazia,name_sort,ne_10m_admin_0_disputed_areas.geojson
Moldova,name,ne_10m_admin_0_disputed_areas.geojson;ne_10m_rivers_europe.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Moldova,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Transnistria,brk_name,ne_10m_admin_0_disputed_areas.geojson
Transnistria,name_sort,ne_10m_admin_0_disputed_areas.geojson
South Ossetia,brk_name,ne_10m_admin_0_disputed_areas.geojson
South Ossetia,name_sort,ne_10m_admin_0_disputed_areas.geojson
Azerbaijan,name,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Azerbaijan,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Nagorno-Karabakh,brk_name,ne_10m_admin_0_disputed_areas.geojson
Nagorno-Karabakh,name_sort,ne_10m_admin_0_disputed_areas.geojson
Dokdo,name,ne_10m_admin_0_disputed_areas.geojson
Dokdo,name_long,ne_10m_admin_0_disputed_areas.geojson
Dokdo,brk_name,ne_10m_admin_0_disputed_areas.geojson
Dokdo,name_sort,ne_10m_admin_0_disputed_areas.geojson
"Takeshima, Liancort Rocks",name_alt,ne_10m_admin_0_disputed_areas.geojson
Baikonur,name,ne_10m_admin_0_disputed_areas.geojson
Baikonur Cosmodrome,name_long,ne_10m_admin_0_disputed_areas.geojson
Baykonur,brk_name,ne_10m_admin_0_disputed_areas.geojson
Baikonur Cosmodrome,name_sort,ne_10m_admin_0_disputed_areas.geojson
Baykonur Cosmodrome,name_alt,ne_10m_admin_0_disputed_areas.geojson
Bajo Nuevo Bank (Petrel Is.),name,ne_10m_admin_0_disputed_areas.geojson
Bajo Nuevo Bank (Petrel Islands),name_long,ne_10m_admin_0_disputed_areas.geojson
Bajo Nuevo Bank (Petrel Is.),brk_name,ne_10m_admin_0_disputed_areas.geojson
Bajo Nuevo Bank (Petrel Is.),name_sort,ne_10m_admin_0_disputed_areas.geojson
Serranilla Bank,name,ne_10m_admin_0_disputed_areas.geojson
Serranilla Bank,name_long,ne_10m_admin_0_disputed_areas.geojson
Serranilla Bank,brk_name,ne_10m_admin_0_disputed_areas.geojson
Serranilla Bank,name_sort,ne_10m_admin_0_disputed_areas.geojson
Cyprus U.N. Buffer Zone,name_long,ne_10m_admin_0_disputed_areas.geojson
Cyprus U.N. Buffer Zone,brk_name,ne_10m_admin_0_disputed_areas.geojson
Cyprus No Mans Area,name_sort,ne_10m_admin_0_disputed_areas.geojson
Diego Garcia NSF,name,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_map_subunits.geojson
Diego Garcia Naval Support Facility,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_map_subunits.geojson
Diego Garcia NSF,brk_name,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_map_subunits.geojson
Diego Garcia Naval Support Facility,name_sort,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_map_subunits.geojson
Siachen Glacier,name,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Siachen Glacier,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Siachen Glacier,brk_name,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Kashmir,name_sort,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Spratly Is.,name,ne_10m_admin_0_disputed_areas.geojson
Spratly Islands,name_long,ne_10m_admin_0_disputed_areas.geojson
Spratly Is.,brk_name,ne_10m_admin_0_disputed_areas.geojson
Spratly Islands,name_sort,ne_10m_admin_0_disputed_areas.geojson
Paracel Is.,name,ne_10m_admin_0_disputed_areas.geojson
Paracel Islands,name_long,ne_10m_admin_0_disputed_areas.geojson
Paracel Is.,brk_name,ne_10m_admin_0_disputed_areas.geojson
Paracel Islands,name_sort,ne_10m_admin_0_disputed_areas.geojson
Venezuela,name,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Venezuela,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Bird Island,brk_name,ne_10m_admin_0_disputed_areas.geojson
Bird Island,name_sort,ne_10m_admin_0_disputed_areas.geojson
UNDOF Zone,name,ne_10m_admin_0_disputed_areas.geojson
UNDOF Zone,name_long,ne_10m_admin_0_disputed_areas.geojson
UNDOF Zone,brk_name,ne_10m_admin_0_disputed_areas.geojson
UNDOF,name_sort,ne_10m_admin_0_disputed_areas.geojson
USNB Guantanamo Bay,name,ne_10m_admin_0_disputed_areas.geojson
US Naval Base Guantanamo Bay,name_long,ne_10m_admin_0_disputed_areas.geojson
Guantanamo Bay USNB,brk_name,ne_10m_admin_0_disputed_areas.geojson
Guantanamo Bay USNB,name_sort,ne_10m_admin_0_disputed_areas.geojson
"Gitmo, GTMO",name_alt,ne_10m_admin_0_disputed_areas.geojson
Belize,name,ne_10m_admin_0_disputed_areas.geojson;ne_10m_admin_1_label_points.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Belize,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Belize,brk_name,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Belize,name_sort,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Gabon,name,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Gabon,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Mbane Island,brk_name,ne_10m_admin_0_disputed_areas.geojson
Mbane Island,name_sort,ne_10m_admin_0_disputed_areas.geojson
Gaza,name,ne_10m_admin_0_disputed_areas.geojson;ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_tiny_countries.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Gaza,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_tiny_countries.geojson
Gaza,brk_name,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_tiny_countries.geojson
Gaza Strip,name_sort,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_tiny_countries.geojson
West Bank,name,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_map_units.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_tiny_countries.geojson
West Bank,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_map_units.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_tiny_countries.geojson
West Bank,brk_name,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_map_units.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_tiny_countries.geojson
West Bank,name_sort,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_map_units.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_tiny_countries.geojson
Gibraltar,name,ne_10m_admin_0_disputed_areas.geojson;ne_10m_airports.geojson;ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson;ne_50m_admin_0_tiny_countries.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Gibraltar,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_tiny_countries.geojson
Gibraltar,brk_name,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_tiny_countries.geojson
Gibraltar,name_sort,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_tiny_countries.geojson
West of Essequibo River,brk_name,ne_10m_admin_0_disputed_areas.geojson
West of Essequibo River,name_sort,ne_10m_admin_0_disputed_areas.geojson
Kosovo,name,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Kosovo,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Kosovo,brk_name,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Kosovo,name_sort,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Shebaa Farms,name,ne_10m_admin_0_disputed_areas.geojson
Shebaa Farms,name_long,ne_10m_admin_0_disputed_areas.geojson
Shebaa Farms,brk_name,ne_10m_admin_0_disputed_areas.geojson
Shebaa Farms,name_sort,ne_10m_admin_0_disputed_areas.geojson
Wake Atoll,name,ne_10m_admin_0_disputed_areas.geojson;ne_10m_admin_1_label_points.geojson
Wake Atoll,name_long,ne_10m_admin_0_disputed_areas.geojson
Wake Atoll,brk_name,ne_10m_admin_0_disputed_areas.geojson
Wake Atoll,name_sort,ne_10m_admin_0_disputed_areas.geojson
Ceuta,name,ne_10m_admin_0_disputed_areas.geojson;ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson
Ceuta,name_long,ne_10m_admin_0_disputed_areas.geojson
Ceuta,brk_name,ne_10m_admin_0_disputed_areas.geojson
Ceuta,name_sort,ne_10m_admin_0_disputed_areas.geojson
Melilla,name,ne_10m_admin_0_disputed_areas.geojson;ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson
Melilla,name_long,ne_10m_admin_0_disputed_areas.geojson
Melilla,brk_name,ne_10m_admin_0_disputed_areas.geojson
Melilla,name_sort,ne_10m_admin_0_disputed_areas.geojson
Spain,name,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Spain,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Isla del Perejil,brk_name,ne_10m_admin_0_disputed_areas.geojson
Penon de Velez de la Gomera,brk_name,ne_10m_admin_0_disputed_areas.geojson
Penon de Alhucemas,brk_name,ne_10m_admin_0_disputed_areas.geojson
Islas Chafarinas,brk_name,ne_10m_admin_0_disputed_areas.geojson
New Caledonia,name,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson
New Caledonia,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson
Matthew and Hunter Is.,brk_name,ne_10m_admin_0_disputed_areas.geojson
New Caledonia,name_sort,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson
Olivenza,brk_name,ne_10m_admin_0_disputed_areas.geojson
Tiran and Sanafir Is.,name,ne_10m_admin_0_disputed_areas.geojson
Tiran and Sanafir Islands,name_long,ne_10m_admin_0_disputed_areas.geojson
Tiran and Sanafir Is.,brk_name,ne_10m_admin_0_disputed_areas.geojson
Tiran and Sanafir Is.,name_sort,ne_10m_admin_0_disputed_areas.geojson
Br. Indian Ocean Ter.,name,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_tiny_countries.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_tiny_countries.geojson
British Indian Ocean Territory,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_tiny_countries.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_tiny_countries.geojson
Br. Indian Ocean Ter.,brk_name,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_tiny_countries.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_tiny_countries.geojson
British Indian Ocean Territory,name_sort,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_tiny_countries.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_tiny_countries.geojson
Scarborough Reef,name,ne_10m_admin_0_disputed_areas.geojson
Scarborough Reef,name_long,ne_10m_admin_0_disputed_areas.geojson
Scarborough Reef,brk_name,ne_10m_admin_0_disputed_areas.geojson
American Samoa,name,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_tiny_countries.geojson
American Samoa,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_tiny_countries.geojson
Swains Island,brk_name,ne_10m_admin_0_disputed_areas.geojson
Swains Island,name_sort,ne_10m_admin_0_disputed_areas.geojson
Olohega,name_alt,ne_10m_admin_0_disputed_areas.geojson
Chile,name,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
Chile,name_long,ne_10m_admin_0_disputed_areas.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson
